Project Number,$Incentive
4988-36569,7897
5098-77578,770
5023-65167,3035
4741-40031,6000
4944-98634,2316
4882-76701,2783
4864-48110,9156
5098-54583,1320
4736-53259-GJ,12600
4959-37074,5313
5023-48373,7960
4704-101637,1730
4814-59933,3952
4718-30449,10500
4980-52875,7515
4758-43788-GJ,6210
4736-92764-GJ,1160
4758-98360,2045
4944-77558,1502
4953-38235,8649
4978-75349,759
4944-85901,3663
4944-71155,2310
4944-73424,618
4746-40679,12480
4968-57406,1607
5023-42377,4500
4758-34044,8442
4978-33098,4900
4758-99033,1824
5084-91217,4104
4864-99167,2878
4976-98959,5304
5098-73297,1288
4953-36796,5101
5023-56232,4080
5030-37536,3738
4786-32923,9800
4745-51153,6642
4944-43989,8112
5054-42311,4750
5023-77939,2860
4882-53891,4887
4786-36580,7774
4968-61459,1102
4745-84051,2014.96
4976-56510,8680
4874-50011,9156
4708-99865,523
4944-61817,3749
4803-29141,8190
4727-29352,10500
5023-59528,7140
4944-102763,2816
4864-67265,2747
4941-35412,7254
5048-39739,8250
5098-53149,2063
4941-33973,8400
5024-41624,6000
4968-97245,1653
4810-29944,9810
5030-35101,8600
4944-101405,2385
4944-101582,3180
5023-44690,9960
4758-31086,18090
4885-32148,5145
4968-54626,2849
4864-81966,6213
4864-60475,6867
5098-80035,1345
5023-58211,5586
5098-49050,3366
4953-33836,7494
5075-78301,3843
5098-52422,2690
4953-40725,15042
4944-68071,3276
4953-37648,10905
5023-46526,5215
4736-50110-GJ,3339
4758-88760,4805
4742-46560-GJ,2341
4944-42901,3315
4743-28752,8250
5023-68051,3795
4953-42082,6540
5098-60658,894
4944-70492,2410
4953-32326,7566.58
4944-81133,1521
4953-55423,4447
4968-90819,1420
4758-67339,4316
5066-67024,4578
5023-45598,3725
4736-61998-GJ,2052
5075-43619,11000
4864-75140,4709
5056-39696,5250
4874-87489,1373
4968-87455-GJ,676
5098-52912,3984
4864-98440,4251
4947-52203-GJ,12960
4704-102845,560
5023-51649,3353
4864-62236,7325
5023-52781,3451
4736-43986-GJ,4200
4708-43726,8280
4766-27991,11040
4941-39820,8250
5023-53873,2980
4968-72714,4524
5056-45604,6086
4718-39476,6500
5023-66153,3035
4941-35128,8775
4718-28922,10080
4809-88848,5875
5038-52851,3532
5023-61825,3984
4864-90763,3139
4736-69279-GJ,2337
4758-88766,6840
5023-73174,3864
5023-45806,7830
4743-33659,9100
4947-32958,69748
4944-92724,2377
5066-87754,5300
5023-71099,4605
4968-62666,4872
4947-32524,9800
4944-94134,2862
4978-102465,6552
4718-39478,9945
4944-90225,2512
4704-102415,2687
5030-39169,6500
5042-80320,1728
4758-40916-GJ,6210
4758-49320-GJC,23544
4758-41354,10350
5066-52848,5400
4944-83049,1757
4953-45870,3188
4944-101938,1860
5030-37831,8250
4758-50091,15120
5098-65271,604
4758-62604-GJ,6638
5098-73160,1935
4704-101354,2703
4941-36565,7150
4944-102773,2480
4953-39179,6540
4736-98107,2897
4736-63304-GJ,1932
5098-59334,1980
4718-35347,10511
5030-35326,10075
4992-75146,5494
4944-94417,2385
4758-36219,7521
4708-79706,3792
4988-43592-NFI,5951
4864-49263,10301
5098-76714,5363
4743-32673,9800
4976-59182-GJ,5952
5023-52881,3123
4864-79680,5069
4794-91143,2703
4864-70754,6671
4944-99681,1908
5023-60003,6776
4978-78123,1236
4743-28558,5740.35
4794-90623,4770
5098-55439,2184
4944-68473,4524
5030-34355,10500
5023-47030,8030
5098-68733,1040
5023-71750,2805
4944-97175,2175
4758-50947-GJ,9418
4704-99947,5092
4937-45730-GJ,19000
5023-49964,2615
4758-45927,33681
5066-88989,3180
4959-31800,7500
4864-85900,5232
4953-36474,12558
4944-101072,2539
4746-44854,8000
5098-55099,3576
4978-88302-IRH,1344
4941-32338,9450
5098-54387,3090
5048-41984,5250
4758-39910,8745
4944-32882,7546
4982-26810,9592
4758-64304,5292
5098-76551,711
5098-62191,2018
4953-36446,13603
5023-71747,2763
4874-61291,3728
4944-72673,1136
4944-89415,472
4968-45206,65360
4947-47949,48600
4978-75360,572
4953-32939,9800
4758-85357,2565
4704-101237,3498
4882-77321,5608
4944-99054,2101
5098-76534,4400
5098-53997,2690
5098-53041,2596
4726-28674,10301
4947-70322,4992
4758-80418,3557
4704-99919,2608
4941-34024,8750
4737-28703,6480
4944-62501,5678
5023-54154,4923
5023-67118,3574
4944-84429,550
4944-54702,4212
5023-63034,3263
4736-99599,3938
5098-53167,2750
4944-100142,3710
5098-79103,2541
5098-54780,2018
4941-34530,5525
4968-83765,5200
4864-39379,11445
4882-40770,15107
4718-38080,4500
4976-99273,2176
4727-28554,10500
5023-41920,3510
5030-37861,4320
4704-101019,3224
4953-35056,15107
5098-68094,611
4968-65576,1782
4704-100590,3862
4706-36161,5882
4944-71964,3949
4968-39238,5250
5038-47825,12000
5066-49795-GJ,2925
4980-39738,3924
5023-56241,6727
5093-43867,29568
5098-52277,2484
5098-57941,1253
4949-93243,1087392.55
5098-55886,2198
4704-101531,2184
5023-65644,2383
5098-66094,1353
5023-57996,2471
4852-33366,69000
5023-61070,3576
4953-45191,7521
4944-87004,1992
5048-37941,5565
5098-54194,1592
4944-75336,2298
4864-36933,5641
4874-91024,1591
4786-42867,7350
4944-102379,2037
4953-34486,10072
4978-84925,786
4830-65762-GJ,5292
4704-101771,2957
4874-31943,7252
4882-97187,3924
4978-91023,884
4786-40566,7000
5023-49404,9194
5023-55712,5060
4999-56596,4970
4941-35147,8125
4941-36395,4755
4743-28442,10290
4704-100666,2262
4941-37233,4649
4814-98895,3575
5098-67860,715
4992-57216,10464
4758-31430,8829
4868-30768,7848
4944-89163,1512
4745-83367,2170
5048-43714,10780
4944-89292,4579
4944-84545,2145
4976-102810,5382
5074-88811,1789
4944-102318,1888
5098-78843,5363
4944-72237,2426
4968-87447,1300
5023-57480,5304
5023-57654,3060
4864-76678,4690
4704-100041,1435
4944-66428,6006
4758-32099,4120
4953-33229,5036
5023-60093,3060
4864-63405,2747
4704-100305,3650
5023-41079,5940
5029-68461,3924
4705-99097,2650
5030-33146,9800
4947-59366,4320
5023-60788,6069
5098-81728,1717
4809-83607,3485
4746-39442,6500
5023-71086,4035
5048-42873,6750
4864-51600,5297
5098-81725,1788
5023-66167,6605
4704-101814,1664
4978-58579,2475
4882-60616,5297
4944-97323,2544
4947-57000-GJ,12960
4977-38324,7000
5023-57197,9792
4864-57462,7325
5098-78427,1650
4758-94249,2736
4830-102796,4620
4704-100631,5408
5098-73291,880
4953-41077,3175
4758-66887-GJ,4704
4864-50279,15598
5023-53090,4253
4978-89481,1154
5098-64591,1554
4704-100534,1856
4809-94692,3139
5023-43557,5895
4736-43238,13110
4944-75245,5824
4944-83875,6600
4944-34416,3185
4786-31666,10290
4746-27522,10500
5030-37427,6000
4953-36532,8085
4953-38663,8649
4868-60875,5494
5030-40036,7000
5023-47581,6050
5098-79322,1321
4882-81785,6278
4978-78172,2402
4944-48852,6240
4944-67276,3232
4739-30314,10301
4941-35047,6825
5023-52031,6053
5098-64880,1989
4953-33664,6507
4758-39597,5520
4944-99838,2120
4864-90653,5886
5098-66082,543
4708-66647,4578
4852-26473A,77280
4704-101846,946
5098-56771,1607
5023-55035,2912
4819-43929,7500
4953-33641,7783
4941-38904,7395
5023-40751,9180
5066-69380-GJ,7848
5023-64203,6962
4712-60076,9100
4953-33697,9800
4944-49483,2574
4864-36910,13538
4834-30141,10500
4941-37014,7763
5097-62652-GJ,3273
4968-55813,3383
4978-57061,2754
5063-100682,62500
4944-101081,2660
4712-25720,10080
4944-78092,1045
4943-75440,5968
5098-80713,2475
5023-45572,8470
4864-66721,3205
4953-57050,6161
4977-35015,5733
5075-45817,8250
5023-66313,3243
5023-59052,7956
4758-78899,5886
4882-91068,8469
4758-66333,2520
4864-79031,4578
5023-70278,1825
5098-70798,752
5023-60605,4008
4944-102411,2253
5023-68550,2775
5023-69463,1873
4704-99916,2563
5023-56685,4692
4718-44374,5750
4992-47684,15696
4941-39112,7395
5023-49418,9900
5023-46026,4723
4741-34420,3430
4809-57854,7063
4968-76291,5460
5098-54946,2181
4978-79262,495
5023-55146,4482
4980-38924,39960
4758-40514,34100
4758-47810,9156
5023-51669,4694
5023-51316,3030
4882-75168,4175
4944-80437,3135
4944-99156,1696
5070-45227,4238
4953-52074,10006
5098-61261,1514
4882-43297,8561
5051-95575,6221
4968-59152,1992
4944-87099,1908
4944-94584,2067
4992-42373,24852
5023-57009,6489
4758-63121,3402
4814-80711,3120
5023-49275,9194
4987-33676,5449
4941-35450,8450
4953-36417,6802
4758-67903,2016
4809-71606,9418
4978-67192,3594
5023-71315,1465
4758-31450,51840
5030-38275,4380
5023-59282,4994
4882-31727,10500
4944-84780,1210
4953-36749,6003
4978-85443,3083
4704-99893,4324
4746-40432,18000
5023-62917,3042
4953-40932,3080
4704-100209,1456
4944-97873,2847
5023-65423,3308
4968-63628,2912
4724-28555,10500
4944-88131,2145
4809-78029,6700
4944-92939,1590
4976-72745,6669
4736-101342,3000
5098-78355,2520
5030-35044,8775
4743-33099,9800
4864-102244,5494
5023-50545,6053
5023-48077,4470
5023-58863,6528
4944-69999,1144
5023-53566,5176
5023-45799,3470
4758-35322,9146
4968-78391,3250
5098-67872,1624
5098-82229,1980
5023-70589,3705
5098-58496,1944
4830-35246,22646
4758-61920-GJ,5198
4758-71727,10350
4953-35264,5276
4976-65288,6468
4941-37932,9500
4864-69188,4709
5048-43161,9000
5098-54628,1865
5046-52843,5508
4786-35816,6278
5023-50208,4679
4999-48903,5219
4937-33303,58646
4704-102659,1580
4882-35000,6350
5098-71565,2678
4968-92853,1560
4848-65082,5985
4953-45505,6213
5066-99272,3710
5023-51191,9194
4944-93849,2067
4941-31369,6435
5023-41363,7020
4786-37111,7912
4968-80382,1768
4704-101173,1872
5098-81835,1925
4704-100392,5304
4944-59003,3536
4704-100052,1864
4718-36688,5967
4704-101656,1689
4944-96089,1113
4944-58365,3902
4978-100634,4118
4882-49578,8535
5081-69754,5952
4944-75263,2695
4947-37936,48600
4953-34684,9614
4953-35624,11903
5023-55675,5100
5023-63571,4708
5023-45587,4725
4704-100935,1768
4944-95603,1733
4704-100989,1897
5030-37078,12363
4943-68716,4444
4944-78971,4785
4806-97178,4511
4882-56228,5796
5023-43190,6630
4758-63265,17160
4758-33246,23744
4944-97058,3180
5048-45602,5250
4944-91697,1990
5023-44940,4980
4881-36223,5951
4864-50092,12361
4953-36804,7227
4704-101917,2883
5075-47708,13500
4978-84567,1196
4881-31769,8829
4864-93047,5494
4978-91372-IRH,884
4968-94635,3328
5023-50041,6559
4944-93566,828
4882-36226,11466
5023-42298,5400
4704-102265,1195
5066-96867,4916
5098-53340,1816
4864-88218,7194
4976-68219,2976
4758-98527,1824
5056-44794,2048
5098-81174,660
4864-59583,3205
5023-49162,4023
4864-45556,7848
4944-90837,1045
5023-37140,4025
4745-83978,2015
4944-82403,1320
4897-46627,24840
4953-41705,7737
4944-84376,2694
5023-49164,5130
4941-35680,6825
4704-100817,1872
5078-95633,4576
5098-58246,1193
5066-57722,2496
5023-46891,5400
4968-66753,1976
4977-39630,7841
4944-98664,1890
4944-89209,954
4977-38739,4000
4839-30228,75000
5046-57325,7548
4708-30230,10500
4941-36054,5158
4882-50918,3401
4944-89646,742
4864-61324,3139
5023-40658,4590
4953-36270,14453
5023-62402,3651
4968-84477-GJ,1872
4736-54094-GJ,1904
4944-49559,6701
5030-35862,8281
4963-34902,51870
4758-69388-GJ,4032
4944-39345,3825
4944-85434,2310
4736-86580-GJ,650
5023-71730,3024
4953-32332,7438
4953-42959,8502
4944-37350,3887
4718-37579,7750
5043-37524,15794
5030-39480,8000
4819-85830,3600
4968-100928,1601
5048-40667,8842
4758-56082,3312
4736-57918,8512
5023-61807,2312
5098-50116,2295
4992-69021,5494
4944-75269,1680
5030-37077,8625
4953-36553,9403
4864-95923,3662
5023-77299,4316
4758-42701,9075
4882-68580,6545
5098-63686,1345
5024-35017,7007
5023-42754,4500
4758-88117,6840
4882-78225,4713
5023-52783,3123
4758-34033,14840
4953-36666,12753
4944-95869,2935
5030-32285,8750
5098-67951,656
4864-54444,4970
4743-33330,4900
4944-82676,3795
5098-81957,2336
4944-97990,2205
4736-32521,9800
5098-71048,770
4726-28735,10300.5
4864-68286,6638
4953-34248,7325
4704-102133,2332
4758-59213-GJ,5376
4944-93409,2385
5023-49987,6813
4758-40742-GJ,11040
5098-53748,3286
4944-79297,825
4944-79943,1802
4944-89896,1216
5023-70681,4125
4968-96451,1678
5023-69672,3213
4953-46880,15042
5066-102510,2332
5098-48976,2640
4978-78567,936
5098-82275,824
4864-79826,5232
5098-54029,2596
4758-100699,3596
5023-40256,4345
4758-41616-GJ,12060
4736-37766-GJ,5500
5023-51603,6914
4968-58315,1377
4988-34975,8927
4992-45687,6540
4944-99232,1410
4742-62994-GJ,4785
4708-86917,3840
4882-71135,4578
4944-98524,2432
5060-56525-GJ,5796
5023-43179,7650
4704-101093,2758
4953-31728,7750
5054-43562,5250
5066-87256,4905
4944-92898,1238
5023-51952,3812
5023-58274,4284
5098-70442,815
5023-65536,3213
4944-44147,6074
4864-33907,5494
4704-101697,3914
4944-86224,2795
4868-32807,9614
4739-28169,6867
4944-91362,1643
5098-42403,5850
5032-68509,5124
5066-64824,4620
5098-59805,1836
5023-59920,3468
4944-83334,4950
4944-56461,4896
4953-38107,16922
5098-53375,1592
4953-54528,8860
4718-35700,12103
5056-43195,15750
5023-47027,4725
4743-30773,10500
4978-94552YY,1768
5098-66480,1232
4801-26934,12250
4758-38669-GJ,10335
5023-44788,7865
4953-38043,6393
4944-52856,2808
4944-65248,2249
4758-35930,15042
4874-53980,3452
5023-68023,3384
5098-57039,1529
4944-94890,1484
4718-30107,10500
4944-80085,1043
4882-75162,6180
4708-40331,9156
5098-55808,1424
4992-59226,9418
5098-78311,2173
5023-65054,2086
4944-99061,1632
4978-58042,1453
4944-78230,1709
5098-54431,2018
4758-44101-GJ,5700
4704-101502,1430
4746-43594,17640
4758-51299,10247
4758-33108,8904
4736-57978,1344
4864-64735,4578
4968-79306,446
4953-38250,2388
4944-82050,2310
5098-53145,2588
4994-42277,6250
5045-32836-1,61712
4999-72851,9156
4995-34301,9072
5030-39425,8250
5023-52040,6053
5023-72181,3658
5023-48871,
4944-53624,6084
4953-38698,8649
5023-69062,3080
4758-54707,5232
5023-52879,4253
5050-40845,7840
4783-46157,3575
4704-102515,1144
4874-66927,2518
4758-75393,20531
4736-88852,2784
4944-96203,1034
4953-36617,22105
4885-31051,9555
4947-43058,9400
5030-36145,9488
4953-33226,6826
5048-45045,4165
4944-63320,3640
5098-52161,1890
5023-77914,4263
5098-61469,1377
4736-88260-GJ,2436
4953-44221,10507
4941-38051,9180
4807-34711,33748
4882-67381,4807
5023-46793,4050
5024-43561,6262
5098-79708,3150
4758-96496,2622
5023-56353,4896
4992-42708,6867
4864-77955,5036
5023-44681,8470
4976-76610,4959
4758-31045,75000
5098-77378,2773
4882-52509,10018
4944-96411,1860
4944-63006,6377
5030-38331,5610
4944-82736,2218
4864-57182,17266
4944-97350,3021
5098-51551,1258
5034-96601,2460
4941-40447,7500
4953-33850,9800
5075-68395-GJ,11200
4869-34912-1,19130
4944-71257,4396
5066-89009,2650
4953-34194,9800
5066-71931-GJ,3728
4786-35035,6306
4704-102481,1145
4758-31619,8829
4937-47570-GJ,11200
5023-47823,3980
4978-53623,4833
5023-70574,2970
4944-92090,825
4704-100219,1248
4978-97033,3120
5023-40453,4590
5066-66198,8694
4995-36454,5641
5006-48306,6000
4726-28656,10300.5
4944-86108,2805
5023-64839,3216
4708-55454,6278
5023-63976,4186
4944-68927,9282
4953-33417,7783
4992-102641,6098
5023-42760,4680
4704-100841,2392
4734-26196,12250
4864-43407,8502
5098-73303,935
5074-53329,1220
4742-70076-GJ,1566
4758-66463,4579
4718-26738,8855
4704-101170,2968
5093-42215,140000
4728-28395,5977
4868-31261,10301
4747-27583,7848
4758-31229,10500
5041-37260,51680
5023-69581,5154
4758-40152-GJ,12075
4944-101306,1860
4864-38270,5232
5002-33650,40286
4864-66714,3662
4947-60038,8800
4809-48103-GJ,6867
4758-39156,6030
4944-61973,2588
4758-43520-GJ,7700
4874-90862,2551
4758-46665,8250
4728-29280,10500
4968-88955,4056
4704-100581,4368
4944-41139,6188
4944-85823,2310
5097-66806-GJ,4589
4758-61118,3304
5098-70593,1925
4941-38903,5865
5023-69245,6270
5023-63750,3528
4953-32943,9800
5023-47198,10215
4704-101233,1341
4968-58947,11555
4953-54896,10595
4872-37514,5559
4953-35052,23348
4736-64950-GJ,5711
4718-44842,5750
4758-50524,5886
4992-83139,4251
5098-52175,1890
4704-102943,2001
4953-39056,5232
4944-71973,6545
5066-87257,4578
4953-33228,9800
4999-65289,5642
4743-28698,8813
5075-62982-GJ,4928
5023-59401,3342
4758-36524,6095
4941-36736,4875
4953-38151,10529
4708-80658,2275
4944-82235,536
5023-42990,4320
4941-39825,7750
4944-89758,3049
5098-65684,1173
4944-53626,4992
5030-37750,4250
5098-65405,1817
4977-44772,4292
5033-38398,14700
4968-86049-GJ,1300
4739-28013,10500
5029-79173,8175
5098-78082,616
4745-83972,2015
5074-78298,3500
4758-52603-GJ,7452
4944-34414,5398
4758-75525-GJ,2688
4941-36400,3018.75
4944-94154,4465
4758-101045,2562
4704-101983,3204
4968-69786,4524
4992-42979,5808
4953-36669,8927
5066-66878,13356
4944-83276,2188
5023-61960,3228
4704-101317,1463
4968-35465,6500
4968-54418,2984
4980-41007,24525
4864-70733,4709
4743-33997,9800
4736-50682-GJ,9900
4953-33698,9800
4868-67264,7554
5098-78453,2475
4741-41613,2250
4758-29442,7050
4874-81150,3475
4882-77968,1964
4944-92100,890
4882-70948,5036
4953-31607,10500
4941-34535,8125
4953-36469,12753
5098-53988,2392
4947-72530,19440
4968-50668,2958
4758-61954,35014
4941-35048,8775
4978-89181-IRH,1092
4864-90662,3728
4941-33800,6993
5098-54400,1452
4743-32708,4200
4864-79171,4578
5098-53723,2486
5023-66945,4070
4864-51594,11772
4944-80665,3256
4953-38631,6287
4953-43348,9810
4758-40603,8175
5023-47113,4000
5023-55408,6368
5056-39337,2765
4882-68030,4120
4944-88329,1652
5066-88972,4505
4758-80845,4800
4758-46493,5886
4947-96866,4664
4830-91200,2808
5023-61332,6962
4944-89168,1201
4953-45797,6540
4944-101080,4020
5098-63694,600
4992-73604,5886
5023-49279,4703
4843-32925,36904
4882-62621,6278
5023-52967,2912
4704-101916,4060
4976-62452,4340
4868-38691,9025
4953-34001,7415
4944-96147,4929
4944-102918,2175
4864-98036,4120
4944-84416,990
5098-76555,1210
5023-71239,2321
4968-64285-GJ,998
4718-30108,10080
4968-62552,2282
4944-102375,1860
4704-101826,2756
4941-36643,8913
4704-99932,2356
4718-39732,8700
4809-88043,5723
4864-91155,9418
5098-52334,3388
5098-54675,2025
5075-45737,8850
5023-62392,4463
5054-37303,6279
4953-37993,7521
4771-28370,10500
4882-41982,6750
4718-38221,11750
4727-26749-1,12250
4943-85424,1650
5097-50951,8640
4864-75158,6409
4704-100614,1893
5098-80010,792
5023-69457,7191
4718-30110,7920
4704-101027,1976
5023-47580,3174
4941-36714,6133
5098-68101,1064
4953-35111,16023
4758-88744,2356
4978-69345,2530
4953-42903,5101
5023-43420,7365
4953-34232,8339
4944-68372,3060
4704-100576,1379
4736-41489-GJ,13200
4864-61340,13734
5023-46541,5775
5032-37819,7889
5096-50424,3484
4944-98921,1855
4758-44307,11118
4953-34586,6318
5098-57628,1313
5098-76529,1553
5098-78951,4400
4968-84421,531
5023-45690,3780
4953-46758,4179
